,Year,Continent,Disaster Type,counts
1609,1989,Asia,Volcanic activity,1
1610,1989,Asia,Wildfire,1
1611,1989,Europe,Drought,2
1612,1989,Europe,Earthquake,1
1613,1989,Europe,Flood,2
1614,1989,Europe,Industrial accident,3
1615,1989,Europe,Landslide,2
1616,1989,Europe,Mass movement (dry),1
1617,1989,Europe,Miscellaneous accident,6
1618,1989,Europe,Storm,5
1619,1989,Europe,Transport accident,22
1620,1989,Oceania,Earthquake,1
1621,1989,Oceania,Epidemic,1
1622,1989,Oceania,Flood,3
1623,1989,Oceania,Storm,5
1624,1989,Oceania,Transport accident,4
1625,1990,Africa,Drought,14
1626,1990,Africa,Earthquake,5
1627,1990,Africa,Epidemic,7
1628,1990,Africa,Extreme temperature,1
1629,1990,Africa,Flood,7
1630,1990,Africa,Industrial accident,1
1631,1990,Africa,Miscellaneous accident,3
1632,1990,Africa,Storm,1
1633,1990,Africa,Transport accident,17
1634,1990,Americas,Drought,2
1635,1990,Americas,Earthquake,7
1636,1990,Americas,Epidemic,4
1637,1990,Americas,Extreme temperature,4
1638,1990,Americas,Flood,23
1639,1990,Americas,Industrial accident,5
1640,1990,Americas,Landslide,1
1641,1990,Americas,Miscellaneous accident,4
1642,1990,Americas,Storm,26
1643,1990,Americas,Transport accident,28
1644,1990,Americas,Volcanic activity,1
1645,1990,Asia,Drought,1
1646,1990,Asia,Earthquake,13
1647,1990,Asia,Epidemic,6
1648,1990,Asia,Extreme temperature,7
1649,1990,Asia,Flood,24
1650,1990,Asia,Industrial accident,14
1651,1990,Asia,Landslide,2
1652,1990,Asia,Mass movement (dry),2
1653,1990,Asia,Miscellaneous accident,18
1654,1990,Asia,Storm,35
1655,1990,Asia,Transport accident,68
1656,1990,Asia,Volcanic activity,1
1657,1990,Asia,Wildfire,1
1658,1990,Europe,Drought,3
1659,1990,Europe,Earthquake,11
1660,1990,Europe,Extreme temperature,1
1661,1990,Europe,Flood,4
1662,1990,Europe,Industrial accident,6
1663,1990,Europe,Landslide,2
1664,1990,Europe,Miscellaneous accident,4
1665,1990,Europe,Storm,66
1666,1990,Europe,Transport accident,18
1667,1990,Europe,Wildfire,2
1668,1990,Oceania,Earthquake,6
1669,1990,Oceania,Epidemic,1
1670,1990,Oceania,Flood,2
1671,1990,Oceania,Industrial accident,1
1672,1990,Oceania,Miscellaneous accident,1
1673,1990,Oceania,Storm,9
1674,1990,Oceania,Transport accident,3
1675,1990,Oceania,Wildfire,1
1676,1991,Africa,Drought,3
1677,1991,Africa,Epidemic,18
1678,1991,Africa,Flood,6
1679,1991,Africa,Industrial accident,2
1680,1991,Africa,Mass movement (dry),1
1681,1991,Africa,Miscellaneous accident,3
1682,1991,Africa,Storm,3
1683,1991,Africa,Transport accident,30
1684,1991,Africa,Volcanic activity,1
1685,1991,Africa,Wildfire,1
1686,1991,Americas,Drought,3
1687,1991,Americas,Earthquake,10
1688,1991,Americas,Epidemic,14
1689,1991,Americas,Extreme temperature,1
1690,1991,Americas,Flood,22
1691,1991,Americas,Industrial accident,14
1692,1991,Americas,Insect infestation,1
1693,1991,Americas,Landslide,5
1694,1991,Americas,Mass movement (dry),1
1695,1991,Americas,Miscellaneous accident,8
1696,1991,Americas,Storm,19
1697,1991,Americas,Transport accident,29
1698,1991,Americas,Volcanic activity,3
1699,1991,Americas,Wildfire,4
1700,1991,Asia,Drought,4
1701,1991,Asia,Earthquake,13
1702,1991,Asia,Epidemic,11
1703,1991,Asia,Extreme temperature,3
1704,1991,Asia,Flood,41
1705,1991,Asia,Industrial accident,25
1706,1991,Asia,Landslide,3
1707,1991,Asia,Miscellaneous accident,16
1708,1991,Asia,Storm,35
1709,1991,Asia,Transport accident,68
1710,1991,Asia,Volcanic activity,5
1711,1991,Asia,Wildfire,1
1712,1991,Europe,Drought,1
1713,1991,Europe,Earthquake,6
1714,1991,Europe,Extreme temperature,4
1715,1991,Europe,Flood,5
1716,1991,Europe,Industrial accident,11
1717,1991,Europe,Mass movement (dry),1
1718,1991,Europe,Miscellaneous accident,3
1719,1991,Europe,Storm,5
1720,1991,Europe,Transport accident,20
1721,1991,Europe,Volcanic activity,1
1722,1991,Europe,Wildfire,2
1723,1991,Oceania,Drought,1
1724,1991,Oceania,Flood,3
1725,1991,Oceania,Landslide,1
1726,1991,Oceania,Miscellaneous accident,1
1727,1991,Oceania,Storm,4
1728,1991,Oceania,Transport accident,2
1729,1992,Africa,Complex Disasters,1
1730,1992,Africa,Drought,2
1731,1992,Africa,Earthquake,3
1732,1992,Africa,Epidemic,11
1733,1992,Africa,Extreme temperature,1
1734,1992,Africa,Flood,1
1735,1992,Africa,Industrial accident,3
1736,1992,Africa,Insect infestation,1
1737,1992,Africa,Miscellaneous accident,2
1738,1992,Africa,Transport accident,24
1739,1992,Americas,Drought,2
1740,1992,Americas,Earthquake,6
1741,1992,Americas,Epidemic,9
1742,1992,Americas,Extreme temperature,3
1743,1992,Americas,Flood,16
1744,1992,Americas,Industrial accident,4
1745,1992,Americas,Landslide,2
1746,1992,Americas,Storm,32
1747,1992,Americas,Transport accident,16
1748,1992,Americas,Volcanic activity,2
1749,1992,Americas,Wildfire,5
1750,1992,Asia,Complex Disasters,1
1751,1992,Asia,Drought,2
1752,1992,Asia,Earthquake,13
1753,1992,Asia,Epidemic,7
1754,1992,Asia,Extreme temperature,3
1755,1992,Asia,Flood,33
1756,1992,Asia,Industrial accident,14
1757,1992,Asia,Landslide,5
1758,1992,Asia,Mass movement (dry),4
1759,1992,Asia,Miscellaneous accident,8
1760,1992,Asia,Storm,31
1761,1992,Asia,Transport accident,52
1762,1992,Asia,Volcanic activity,2
1763,1992,Asia,Wildfire,1
1764,1992,Europe,Drought,3
1765,1992,Europe,Earthquake,3
1766,1992,Europe,Epidemic,1
1767,1992,Europe,Flood,8
1768,1992,Europe,Industrial accident,4
1769,1992,Europe,Landslide,1
1770,1992,Europe,Miscellaneous accident,2
1771,1992,Europe,Storm,4
1772,1992,Europe,Transport accident,18
1773,1992,Europe,Wildfire,2
1774,1992,Oceania,Drought,2
1775,1992,Oceania,Flood,1
1776,1992,Oceania,Miscellaneous accident,1
1777,1992,Oceania,Storm,9
1778,1992,Oceania,Volcanic activity,1
1779,1993,Africa,Drought,3
1780,1993,Africa,Earthquake,1
1781,1993,Africa,Epidemic,1
1782,1993,Africa,Flood,10
1783,1993,Africa,Industrial accident,2
1784,1993,Africa,Landslide,1
1785,1993,Africa,Mass movement (dry),1
1786,1993,Africa,Miscellaneous accident,2
1787,1993,Africa,Storm,4
1788,1993,Africa,Transport accident,21
1789,1993,Americas,Drought,2
1790,1993,Americas,Earthquake,5
1791,1993,Americas,Epidemic,2
1792,1993,Americas,Extreme temperature,1
1793,1993,Americas,Flood,25
1794,1993,Americas,Industrial accident,4
1795,1993,Americas,Landslide,6
1796,1993,Americas,Mass movement (dry),1
1797,1993,Americas,Miscellaneous accident,3
1798,1993,Americas,Storm,32
1799,1993,Americas,Transport accident,15
1800,1993,Americas,Volcanic activity,2
1801,1993,Americas,Wildfire,2
1802,1993,Asia,Drought,2
1803,1993,Asia,Earthquake,9
1804,1993,Asia,Epidemic,1
1805,1993,Asia,Flood,33
1806,1993,Asia,Industrial accident,28
1807,1993,Asia,Insect infestation,3
1808,1993,Asia,Landslide,15
1809,1993,Asia,Mass movement (dry),1
1810,1993,Asia,Miscellaneous accident,19
1811,1993,Asia,Storm,52
1812,1993,Asia,Transport accident,65
1813,1993,Asia,Volcanic activity,4
1814,1993,Europe,Drought,2
1815,1993,Europe,Earthquake,2
1816,1993,Europe,Extreme temperature,2
1817,1993,Europe,Flood,14
1818,1993,Europe,Industrial accident,2
1819,1993,Europe,Landslide,2
1820,1993,Europe,Miscellaneous accident,1
1821,1993,Europe,Storm,13
1822,1993,Europe,Transport accident,11
1823,1993,Oceania,Earthquake,3
1824,1993,Oceania,Extreme temperature,1
1825,1993,Oceania,Flood,2
1826,1993,Oceania,Storm,7
1827,1994,Africa,Drought,1
1828,1994,Africa,Earthquake,2
1829,1994,Africa,Epidemic,7
1830,1994,Africa,Flood,18
1831,1994,Africa,Landslide,1
1832,1994,Africa,Miscellaneous accident,6
1833,1994,Africa,Storm,8
1834,1994,Africa,Transport accident,19
1835,1994,Africa,Wildfire,1
1836,1994,Americas,Drought,8
1837,1994,Americas,Earthquake,4
1838,1994,Americas,Extreme temperature,1
1839,1994,Americas,Flood,12
1840,1994,Americas,Industrial accident,10
1841,1994,Americas,Landslide,3
1842,1994,Americas,Miscellaneous accident,1
1843,1994,Americas,Storm,17
1844,1994,Americas,Transport accident,22
1845,1994,Americas,Volcanic activity,2
1846,1994,Americas,Wildfire,6
1847,1994,Asia,Drought,3
1848,1994,Asia,Earthquake,16
1849,1994,Asia,Epidemic,2
1850,1994,Asia,Extreme temperature,4
1851,1994,Asia,Flood,39
1852,1994,Asia,Industrial accident,15
1853,1994,Asia,Landslide,7
1854,1994,Asia,Miscellaneous accident,17
1855,1994,Asia,Storm,40
1856,1994,Asia,Transport accident,64
1857,1994,Asia,Volcanic activity,3
1858,1994,Asia,Wildfire,1
1859,1994,Europe,Earthquake,1
1860,1994,Europe,Epidemic,1
1861,1994,Europe,Extreme temperature,2
1862,1994,Europe,Flood,18
1863,1994,Europe,Industrial accident,7
1864,1994,Europe,Miscellaneous accident,7
1865,1994,Europe,Storm,12
1866,1994,Europe,Transport accident,21
1867,1994,Europe,Wildfire,3
1868,1994,Oceania,Earthquake,2
1869,1994,Oceania,Extreme temperature,2
1870,1994,Oceania,Flood,1
1871,1994,Oceania,Industrial accident,2
1872,1994,Oceania,Storm,4
1873,1994,Oceania,Transport accident,2
1874,1994,Oceania,Volcanic activity,1
1875,1994,Oceania,Wildfire,2
1876,1995,Africa,Drought,4
1877,1995,Africa,Earthquake,1
1878,1995,Africa,Epidemic,6
1879,1995,Africa,Extreme temperature,1
1880,1995,Africa,Flood,20
1881,1995,Africa,Industrial accident,3
1882,1995,Africa,Insect infestation,1
1883,1995,Africa,Miscellaneous accident,3
1884,1995,Africa,Storm,2
1885,1995,Africa,Transport accident,23
1886,1995,Africa,Volcanic activity,1
1887,1995,Africa,Wildfire,1
1888,1995,Americas,Drought,1
1889,1995,Americas,Earthquake,9
1890,1995,Americas,Epidemic,12
1891,1995,Americas,Extreme temperature,5
1892,1995,Americas,Flood,22
1893,1995,Americas,Industrial accident,5
1894,1995,Americas,Insect infestation,1
1895,1995,Americas,Landslide,4
1896,1995,Americas,Miscellaneous accident,2
1897,1995,Americas,Storm,39
1898,1995,Americas,Transport accident,21
1899,1995,Americas,Volcanic activity,2
1900,1995,Americas,Wildfire,2
1901,1995,Asia,Complex Disasters,1
1902,1995,Asia,Drought,1
1903,1995,Asia,Earthquake,13
1904,1995,Asia,Epidemic,4
1905,1995,Asia,Extreme temperature,2
1906,1995,Asia,Flood,45
1907,1995,Asia,Industrial accident,19
1908,1995,Asia,Insect infestation,2
1909,1995,Asia,Landslide,9
1910,1995,Asia,Miscellaneous accident,17
1911,1995,Asia,Storm,26
1912,1995,Asia,Transport accident,48
1913,1995,Asia,Volcanic activity,1
1914,1995,Asia,Wildfire,3
1915,1995,Europe,Earthquake,3
1916,1995,Europe,Epidemic,3
1917,1995,Europe,Extreme temperature,4
1918,1995,Europe,Flood,7
1919,1995,Europe,Industrial accident,18
1920,1995,Europe,Landslide,3
1921,1995,Europe,Miscellaneous accident,5
1922,1995,Europe,Storm,10
1923,1995,Europe,Transport accident,14
1924,1995,Europe,Wildfire,1
1925,1995,Oceania,Extreme temperature,1
1926,1995,Oceania,Storm,4
1927,1995,Oceania,Transport accident,1
1928,1995,Oceania,Volcanic activity,1
1929,1996,Africa,Drought,5
1930,1996,Africa,Epidemic,29
1931,1996,Africa,Extreme temperature,2
1932,1996,Africa,Flood,17
1933,1996,Africa,Landslide,1
1934,1996,Africa,Miscellaneous accident,3
1935,1996,Africa,Storm,6
1936,1996,Africa,Transport accident,32
1937,1996,Americas,Drought,1
1938,1996,Americas,Earthquake,3
1939,1996,Americas,Epidemic,1
1940,1996,Americas,Flood,21
1941,1996,Americas,Industrial accident,5
1942,1996,Americas,Landslide,6
1943,1996,Americas,Miscellaneous accident,9
1944,1996,Americas,Storm,30
1945,1996,Americas,Transport accident,28
1946,1996,Americas,Volcanic activity,2
1947,1996,Americas,Wildfire,2
1948,1996,Asia,Drought,1
1949,1996,Asia,Earthquake,8
1950,1996,Asia,Epidemic,13
1951,1996,Asia,Extreme temperature,2
1952,1996,Asia,Flood,38
1953,1996,Asia,Industrial accident,23
1954,1996,Asia,Landslide,12
1955,1996,Asia,Miscellaneous accident,21
1956,1996,Asia,Storm,29
1957,1996,Asia,Transport accident,53
1958,1996,Asia,Wildfire,2
1959,1996,Europe,Earthquake,2
1960,1996,Europe,Epidemic,2
1961,1996,Europe,Extreme temperature,1
1962,1996,Europe,Flood,14
1963,1996,Europe,Industrial accident,7
1964,1996,Europe,Landslide,3
1965,1996,Europe,Miscellaneous accident,4
1966,1996,Europe,Storm,5
1967,1996,Europe,Transport accident,21
1968,1996,Europe,Volcanic activity,1
1969,1996,Europe,Wildfire,1
1970,1996,Oceania,Flood,2
1971,1996,Oceania,Landslide,2
1972,1996,Oceania,Miscellaneous accident,2
1973,1996,Oceania,Storm,7
1974,1996,Oceania,Transport accident,2
1975,1996,Oceania,Volcanic activity,2
1976,1997,Africa,Drought,5
1977,1997,Africa,Earthquake,1
1978,1997,Africa,Epidemic,36
1979,1997,Africa,Flood,18
1980,1997,Africa,Industrial accident,2
1981,1997,Africa,Insect infestation,1
1982,1997,Africa,Landslide,1
1983,1997,Africa,Miscellaneous accident,4
1984,1997,Africa,Storm,4
1985,1997,Africa,Transport accident,19
1986,1997,Africa,Wildfire,1
1987,1997,Americas,Drought,4
1988,1997,Americas,Earthquake,5
1989,1997,Americas,Epidemic,5
1990,1997,Americas,Extreme temperature,2
1991,1997,Americas,Flood,22
1992,1997,Americas,Industrial accident,5
1993,1997,Americas,Landslide,2
1994,1997,Americas,Miscellaneous accident,5
1995,1997,Americas,Storm,34
1996,1997,Americas,Transport accident,17
1997,1997,Americas,Volcanic activity,3
1998,1997,Americas,Wildfire,5
1999,1997,Asia,Drought,3
2000,1997,Asia,Earthquake,15
2001,1997,Asia,Epidemic,16
2002,1997,Asia,Extreme temperature,6
2003,1997,Asia,Flood,36
2004,1997,Asia,Industrial accident,22
2005,1997,Asia,Landslide,8
2006,1997,Asia,Miscellaneous accident,16
2007,1997,Asia,Storm,28
2008,1997,Asia,Transport accident,81
2009,1997,Asia,Volcanic activity,1
2010,1997,Asia,Wildfire,3
2011,1997,Europe,Drought,3
2012,1997,Europe,Earthquake,1
2013,1997,Europe,Epidemic,4
2014,1997,Europe,Extreme temperature,5
2015,1997,Europe,Flood,17
2016,1997,Europe,Industrial accident,6
2017,1997,Europe,Landslide,1
2018,1997,Europe,Miscellaneous accident,5
2019,1997,Europe,Storm,7
2020,1997,Europe,Transport accident,18
2021,1997,Europe,Wildfire,4
2022,1997,Oceania,Drought,2
2023,1997,Oceania,Earthquake,1
2024,1997,Oceania,Epidemic,1
2025,1997,Oceania,Flood,2
2026,1997,Oceania,Landslide,1
2027,1997,Oceania,Storm,6
2028,1997,Oceania,Transport accident,1
2029,1997,Oceania,Wildfire,3
2030,1998,Africa,Complex Disasters,1
2031,1998,Africa,Drought,8
2032,1998,Africa,Epidemic,34
2033,1998,Africa,Flood,21
2034,1998,Africa,Industrial accident,3
2035,1998,Africa,Insect infestation,1
2036,1998,Africa,Landslide,1
2037,1998,Africa,Miscellaneous accident,3
2038,1998,Africa,Storm,1
2039,1998,Africa,Transport accident,33
2040,1998,Africa,Wildfire,3
2041,1998,Americas,Drought,5
2042,1998,Americas,Earthquake,3
2043,1998,Americas,Epidemic,17
2044,1998,Americas,Extreme temperature,2
2045,1998,Americas,Flood,18
2046,1998,Americas,Industrial accident,14
2047,1998,Americas,Landslide,6
2048,1998,Americas,Miscellaneous accident,5
2049,1998,Americas,Storm,41
2050,1998,Americas,Transport accident,19
2051,1998,Americas,Volcanic activity,3
2052,1998,Americas,Wildfire,8
2053,1998,Asia,Complex Disasters,1
2054,1998,Asia,Drought,3
2055,1998,Asia,Earthquake,21
2056,1998,Asia,Epidemic,22
2057,1998,Asia,Extreme temperature,4
2058,1998,Asia,Flood,35
2059,1998,Asia,Industrial accident,20
2060,1998,Asia,Landslide,11
2061,1998,Asia,Miscellaneous accident,16
2062,1998,Asia,Storm,32
2063,1998,Asia,Transport accident,85
2064,1998,Asia,Volcanic activity,1
2065,1998,Asia,Wildfire,4
2066,1998,Europe,Drought,1
2067,1998,Europe,Earthquake,5
2068,1998,Europe,Extreme temperature,6
2069,1998,Europe,Flood,13
2070,1998,Europe,Industrial accident,6
2071,1998,Europe,Landslide,2
2072,1998,Europe,Miscellaneous accident,5
2073,1998,Europe,Storm,11
2074,1998,Europe,Transport accident,11
2075,1998,Europe,Wildfire,3
2076,1998,Oceania,Drought,3
2077,1998,Oceania,Earthquake,1
2078,1998,Oceania,Epidemic,1
2079,1998,Oceania,Flood,7
2080,1998,Oceania,Landslide,2
2081,1998,Oceania,Storm,3
2082,1999,Africa,Drought,11
2083,1999,Africa,Earthquake,1
2084,1999,Africa,Epidemic,49
2085,1999,Africa,Flood,34
2086,1999,Africa,Industrial accident,3
2087,1999,Africa,Miscellaneous accident,10
2088,1999,Africa,Storm,9
2089,1999,Africa,Transport accident,72
2090,1999,Africa,Volcanic activity,1
2091,1999,Africa,Wildfire,1
2092,1999,Americas,Drought,4
2093,1999,Americas,Earthquake,7
2094,1999,Americas,Epidemic,4
2095,1999,Americas,Extreme temperature,2
2096,1999,Americas,Flood,23
2097,1999,Americas,Industrial accident,3
2098,1999,Americas,Landslide,4
2099,1999,Americas,Miscellaneous accident,5
2100,1999,Americas,Storm,35
2101,1999,Americas,Transport accident,42
2102,1999,Americas,Volcanic activity,4
2103,1999,Americas,Wildfire,10
2104,1999,Asia,Drought,9
2105,1999,Asia,Earthquake,20
2106,1999,Asia,Epidemic,16
2107,1999,Asia,Extreme temperature,2
2108,1999,Asia,Flood,46
2109,1999,Asia,Industrial accident,27
2110,1999,Asia,Landslide,8
2111,1999,Asia,Miscellaneous accident,27
2112,1999,Asia,Storm,33
2113,1999,Asia,Transport accident,86
2114,1999,Asia,Wildfire,6
2115,1999,Europe,Drought,1
2116,1999,Europe,Earthquake,4
2117,1999,Europe,Epidemic,6
2118,1999,Europe,Extreme temperature,4
2119,1999,Europe,Flood,17
2120,1999,Europe,Industrial accident,4
2121,1999,Europe,Landslide,6
2122,1999,Europe,Miscellaneous accident,10
2123,1999,Europe,Storm,22
2124,1999,Europe,Transport accident,10
2125,1999,Europe,Wildfire,4
2126,1999,Oceania,Drought,1
2127,1999,Oceania,Earthquake,1
2128,1999,Oceania,Epidemic,1
2129,1999,Oceania,Flood,2
2130,1999,Oceania,Storm,7
2131,1999,Oceania,Transport accident,4
2132,1999,Oceania,Wildfire,1
2133,2000,Africa,Drought,1
2134,2000,Africa,Earthquake,1
2135,2000,Africa,Epidemic,63
2136,2000,Africa,Extreme temperature,2
2137,2000,Africa,Flood,37
2138,2000,Africa,Industrial accident,15
2139,2000,Africa,Landslide,4
2140,2000,Africa,Miscellaneous accident,11
2141,2000,Africa,Storm,13
2142,2000,Africa,Transport accident,106
2143,2000,Africa,Wildfire,2
2144,2000,Americas,Drought,7
2145,2000,Americas,Earthquake,4
2146,2000,Americas,Epidemic,3
2147,2000,Americas,Extreme temperature,8
2148,2000,Americas,Flood,39
2149,2000,Americas,Industrial accident,1
2150,2000,Americas,Insect infestation,1
2151,2000,Americas,Landslide,6
2152,2000,Americas,Miscellaneous accident,12
2153,2000,Americas,Storm,22
2154,2000,Americas,Transport accident,39
2155,2000,Americas,Volcanic activity,2
2156,2000,Americas,Wildfire,9
2157,2000,Asia,Drought,13
2158,2000,Asia,Earthquake,20
2159,2000,Asia,Epidemic,37
2160,2000,Asia,Extreme temperature,8
2161,2000,Asia,Flood,45
2162,2000,Asia,Industrial accident,30
2163,2000,Asia,Landslide,13
2164,2000,Asia,Mass movement (dry),1
2165,2000,Asia,Miscellaneous accident,23
2166,2000,Asia,Storm,48
2167,2000,Asia,Transport accident,100
2168,2000,Asia,Volcanic activity,3
2169,2000,Asia,Wildfire,5
2170,2000,Europe,Drought,4
2171,2000,Europe,Earthquake,4
2172,2000,Europe,Epidemic,8
2173,2000,Europe,Extreme temperature,12
2174,2000,Europe,Flood,33
2175,2000,Europe,Industrial accident,5
2176,2000,Europe,Landslide,5
2177,2000,Europe,Miscellaneous accident,10
2178,2000,Europe,Storm,15
2179,2000,Europe,Transport accident,15
2180,2000,Europe,Wildfire,13
2181,2000,Oceania,Earthquake,1
2182,2000,Oceania,Epidemic,2
2183,2000,Oceania,Flood,3
2184,2000,Oceania,Insect infestation,1
2185,2000,Oceania,Miscellaneous accident,2
2186,2000,Oceania,Storm,4
2187,2000,Oceania,Transport accident,1
2188,2000,Oceania,Wildfire,1
2189,2001,Africa,Drought,12
2190,2001,Africa,Earthquake,1
2191,2001,Africa,Epidemic,54
2192,2001,Africa,Flood,36
2193,2001,Africa,Industrial accident,6
2194,2001,Africa,Landslide,3
2195,2001,Africa,Miscellaneous accident,15
2196,2001,Africa,Storm,6
2197,2001,Africa,Transport accident,95
2198,2001,Africa,Volcanic activity,1
2199,2001,Africa,Wildfire,2
2200,2001,Americas,Drought,5
2201,2001,Americas,Earthquake,7
2202,2001,Americas,Epidemic,1
2203,2001,Americas,Extreme temperature,4
2204,2001,Americas,Flood,29
2205,2001,Americas,Industrial accident,4
2206,2001,Americas,Landslide,3
2207,2001,Americas,Miscellaneous accident,5
2208,2001,Americas,Storm,39
2209,2001,Americas,Transport accident,25
2210,2001,Americas,Volcanic activity,1
2211,2001,Americas,Wildfire,6
2212,2001,Asia,Drought,5
2213,2001,Asia,Earthquake,15
2214,2001,Asia,Epidemic,10
2215,2001,Asia,Extreme temperature,8
2216,2001,Asia,Flood,62
2217,2001,Asia,Industrial accident,36
2218,2001,Asia,Insect infestation,1
2219,2001,Asia,Landslide,18
2220,2001,Asia,Miscellaneous accident,24
2221,2001,Asia,Storm,44
2222,2001,Asia,Transport accident,81
2223,2001,Asia,Volcanic activity,2
2224,2001,Europe,Earthquake,1
2225,2001,Europe,Epidemic,3
2226,2001,Europe,Extreme temperature,10
2227,2001,Europe,Flood,25
2228,2001,Europe,Industrial accident,8
2229,2001,Europe,Insect infestation,1
2230,2001,Europe,Miscellaneous accident,6
2231,2001,Europe,Storm,8
2232,2001,Europe,Transport accident,20
2233,2001,Europe,Volcanic activity,1
2234,2001,Europe,Wildfire,4
2235,2001,Oceania,Earthquake,1
2236,2001,Oceania,Epidemic,1
2237,2001,Oceania,Extreme temperature,1
2238,2001,Oceania,Flood,5
2239,2001,Oceania,Storm,8
2240,2001,Oceania,Volcanic activity,1
2241,2001,Oceania,Wildfire,2
2242,2002,Africa,Drought,9
2243,2002,Africa,Earthquake,3
2244,2002,Africa,Epidemic,50
2245,2002,Africa,Extreme temperature,1
2246,2002,Africa,Flood,32
2247,2002,Africa,Industrial accident,5
2248,2002,Africa,Landslide,1
2249,2002,Africa,Miscellaneous accident,16
2250,2002,Africa,Storm,14
2251,2002,Africa,Transport accident,106
2252,2002,Africa,Volcanic activity,1
2253,2002,Africa,Wildfire,2
2254,2002,Americas,Complex Disasters,1
2255,2002,Americas,Drought,5
2256,2002,Americas,Earthquake,1
2257,2002,Americas,Epidemic,11
2258,2002,Americas,Extreme temperature,4
2259,2002,Americas,Flood,41
2260,2002,Americas,Industrial accident,1
2261,2002,Americas,Landslide,4
2262,2002,Americas,Mass movement (dry),1
2263,2002,Americas,Miscellaneous accident,9
2264,2002,Americas,Storm,35
2265,2002,Americas,Transport accident,35
2266,2002,Americas,Volcanic activity,4
2267,2002,Americas,Wildfire,12
2268,2002,Asia,Drought,8
2269,2002,Asia,Earthquake,24
2270,2002,Asia,Epidemic,32
2271,2002,Asia,Extreme temperature,7
2272,2002,Asia,Flood,59
2273,2002,Asia,Industrial accident,37
2274,2002,Asia,Landslide,11
2275,2002,Asia,Miscellaneous accident,24
2276,2002,Asia,Storm,42
2277,2002,Asia,Transport accident,97
2278,2002,Asia,Volcanic activity,1
2279,2002,Asia,Wildfire,4
2280,2002,Europe,Drought,1
2281,2002,Europe,Earthquake,5
2282,2002,Europe,Epidemic,15
2283,2002,Europe,Extreme temperature,3
2284,2002,Europe,Flood,38
2285,2002,Europe,Industrial accident,5
2286,2002,Europe,Landslide,3
2287,2002,Europe,Miscellaneous accident,3
2288,2002,Europe,Storm,22
2289,2002,Europe,Transport accident,22
2290,2002,Europe,Wildfire,3
2291,2002,Oceania,Drought,1
2292,2002,Oceania,Earthquake,4
2293,2002,Oceania,Epidemic,4
2294,2002,Oceania,Flood,2
2295,2002,Oceania,Landslide,1
2296,2002,Oceania,Storm,9
2297,2002,Oceania,Volcanic activity,1
2298,2002,Oceania,Wildfire,1
2299,2003,Africa,Drought,5
2300,2003,Africa,Earthquake,2
2301,2003,Africa,Epidemic,24
2302,2003,Africa,Extreme temperature,1
2303,2003,Africa,Flood,40
2304,2003,Africa,Industrial accident,2
2305,2003,Africa,Landslide,1
2306,2003,Africa,Miscellaneous accident,8
2307,2003,Africa,Storm,11
2308,2003,Africa,Transport accident,92
2309,2003,Americas,Drought,2
2310,2003,Americas,Earthquake,6
2311,2003,Americas,Epidemic,2
2312,2003,Americas,Extreme temperature,2
2313,2003,Americas,Flood,41
2314,2003,Americas,Industrial accident,2
2315,2003,Americas,Landslide,5
2316,2003,Americas,Miscellaneous accident,6
2317,2003,Americas,Storm,23
2318,2003,Americas,Transport accident,30
2319,2003,Americas,Volcanic activity,1
2320,2003,Americas,Wildfire,7
2321,2003,Asia,Drought,3
2322,2003,Asia,Earthquake,29
2323,2003,Asia,Epidemic,5
2324,2003,Asia,Extreme temperature,6
2325,2003,Asia,Flood,57
2326,2003,Asia,Industrial accident,45
2327,2003,Asia,Landslide,13
2328,2003,Asia,Miscellaneous accident,24
2329,2003,Asia,Storm,34
2330,2003,Asia,Transport accident,96
2331,2003,Asia,Wildfire,1
2332,2003,Europe,Drought,4
2333,2003,Europe,Earthquake,3
2334,2003,Europe,Extreme temperature,16
2335,2003,Europe,Flood,15
2336,2003,Europe,Industrial accident,3
2337,2003,Europe,Miscellaneous accident,7
2338,2003,Europe,Storm,7
2339,2003,Europe,Transport accident,18
2340,2003,Europe,Wildfire,5
2341,2003,Oceania,Epidemic,1
2342,2003,Oceania,Flood,5
2343,2003,Oceania,Landslide,2
2344,2003,Oceania,Storm,11
2345,2003,Oceania,Transport accident,1
2346,2003,Oceania,Volcanic activity,1
2347,2003,Oceania,Wildfire,1
2348,2004,Africa,Drought,5
2349,2004,Africa,Earthquake,8
2350,2004,Africa,Epidemic,29
2351,2004,Africa,Flood,26
2352,2004,Africa,Industrial accident,6
2353,2004,Africa,Insect infestation,11
2354,2004,Africa,Miscellaneous accident,15
2355,2004,Africa,Storm,7
2356,2004,Africa,Transport accident,79
2357,2004,Africa,Wildfire,1
2358,2004,Americas,Drought,5
2359,2004,Americas,Earthquake,5
2360,2004,Americas,Extreme temperature,8
2361,2004,Americas,Flood,25
2362,2004,Americas,Industrial accident,3
2363,2004,Americas,Landslide,3
2364,2004,Americas,Miscellaneous accident,9
2365,2004,Americas,Storm,40
2366,2004,Americas,Transport accident,28
2367,2004,Americas,Wildfire,3
2368,2004,Asia,Earthquake,26
2369,2004,Asia,Epidemic,14
2370,2004,Asia,Extreme temperature,3
2371,2004,Asia,Flood,56
2372,2004,Asia,Industrial accident,66
2373,2004,Asia,Landslide,12
2374,2004,Asia,Mass movement (dry),1
